book,vector
bstipn-我们的食物安全吗？｜大英百科,"[0.37387836490528414, 0.23629112662013957, 0.17746759720837488, 0.054835493519441676, 0.04386839481555334, 0.03090727816550349, 0.01794616151545364, 0.00897308075772682, 0.011964107676969093, 0.005982053838484547, 0.0009970089730807576, 0.004985044865403789, 0.0029910269192422734, 0.0019940179461615153, 0.003988035892323031, 0.005982053838484547, 0.0029910269192422734, 0.005982053838484547, 0.003988035892323031, 0.0, 0.0019940179461615153, 0.0, 0.0009970089730807576, 0.0, 0.0009970089730807576, 0.0, 0.0, 0.0, 0.0, 0.0]"
btkerl-电子产品 | 大英百科,"[0.3510928961748634, 0.24180327868852458, 0.1994535519125683, 0.06284153005464481, 0.03551912568306011, 0.03278688524590164, 0.015027322404371584, 0.01092896174863388, 0.009562841530054645, 0.009562841530054645, 0.00273224043715847, 0.001366120218579235, 0.00546448087431694, 0.0, 0.001366120218579235, 0.00546448087431694, 0.00273224043715847, 0.001366120218579235, 0.004098360655737705, 0.00273224043715847, 0.0, 0.0, 0.001366120218579235, 0.0, 0.0, 0.00273224043715847, 0.0, 0.0, 0.0, 0.0]"
tivsn-三个火枪手（三）,"[0.26105442176870747, 0.21598639455782312, 0.13010204081632654, 0.09523809523809523, 0.06845238095238096, 0.0467687074829932, 0.03018707482993197, 0.025510204081632654, 0.025085034013605442, 0.017006802721088437, 0.013180272108843538, 0.013605442176870748, 0.01403061224489796, 0.006802721088435374, 0.011904761904761904, 0.003401360544217687, 0.003401360544217687, 0.003826530612244898, 0.003401360544217687, 0.00042517006802721087, 0.0017006802721088435, 0.002551020408163265, 0.0008503401360544217, 0.0008503401360544217, 0.0017006802721088435, 0.0012755102040816326, 0.0012755102040816326, 0.00042517006802721087, 0.0, 0.0]"
btxxge-爱丽丝镜中奇遇记,"[0.42403628117913833, 0.22600151171579744, 0.06273620559334846, 0.08087679516250945, 0.06046863189720333, 0.044595616024187455, 0.030234315948601664, 0.015117157974300832, 0.010582010582010581, 0.006802721088435374, 0.005291005291005291, 0.010582010582010581, 0.003779289493575208, 0.0030234315948601664, 0.0030234315948601664, 0.0022675736961451248, 0.0007558578987150416, 0.0007558578987150416, 0.0022675736961451248, 0.0007558578987150416, 0.0007558578987150416, 0.0015117157974300832, 0.0, 0.0015117157974300832, 0.0, 0.0007558578987150416, 0.0007558578987150416, 0.0007558578987150416, 0.0, 0.0]"
dlmqa-华特·迪士尼传｜大英百科,"[0.6690647482014388, 0.19784172661870503, 0.07194244604316546, 0.03237410071942446, 0.02158273381294964, 0.0035971223021582736, 0.0, 0.0035971223021582736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vgugn-音乐｜大英百科,"[0.1980384760467748, 0.18030931723877783, 0.1953979630328178, 0.0999622783855149, 0.05922293474160694, 0.05431912485854395, 0.04036212749905696, 0.02942285929837797, 0.01923802338740098, 0.015088645794039984, 0.015088645794039984, 0.012448132780082987, 0.01018483591097699, 0.006412674462466994, 0.010562052055827989, 0.007921539041870993, 0.005281026027913994, 0.004903809883062995, 0.007544322897019992, 0.006035458317615994, 0.003017729158807997, 0.005281026027913994, 0.004149377593360996, 0.003772161448509996, 0.001886080724254998, 0.003017729158807997, 0.0003772161448509996, 0.0007544322897019992, 0.0, 0.0]"
rsjbz-大卫·科波菲尔 | 有声书虫（5级）,"[0.6302895322939867, 0.24498886414253898, 0.05679287305122494, 0.0378619153674833, 0.02338530066815145, 0.0033407572383073497, 0.0, 0.0011135857461024498, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
trvga-纳尼亚传奇：黎明踏浪号,"[0.31448763250883394, 0.22835689045936397, 0.08613074204946997, 0.09628975265017668, 0.0799469964664311, 0.044169611307420496, 0.03842756183745583, 0.030035335689045935, 0.02120141342756184, 0.019434628975265017, 0.010159010600706713, 0.006183745583038869, 0.006183745583038869, 0.0035335689045936395, 0.0035335689045936395, 0.0030918727915194345, 0.003975265017667844, 0.0008833922261484099, 0.0008833922261484099, 0.0, 0.001325088339222615, 0.0008833922261484099, 0.0, 0.0, 0.00044169611307420494, 0.0, 0.0, 0.00044169611307420494, 0.0, 0.0]"
asetp-《了不起的盖茨比》精讲版,"[0.26313868613138686, 0.2197080291970803, 0.11897810218978103, 0.10583941605839416, 0.0718978102189781, 0.05766423357664233, 0.03978102189781022, 0.03394160583941606, 0.024452554744525547, 0.016058394160583942, 0.013868613138686132, 0.009854014598540146, 0.0036496350364963502, 0.005474452554744526, 0.0040145985401459855, 0.0021897810218978104, 0.0032846715328467154, 0.0021897810218978104, 0.000364963503649635, 0.00072992700729927, 0.00072992700729927, 0.00072992700729927, 0.0, 0.0, 0.0, 0.000364963503649635, 0.000364963503649635, 0.00072992700729927, 0.0, 0.0]"
hrkza-《爱丽丝漫游奇境记》精讲版,"[0.44090202177293936, 0.2317262830482115, 0.06376360808709176, 0.07698289269051321, 0.049766718506998445, 0.03654743390357698, 0.03188180404354588, 0.014774494556765163, 0.01010886469673406, 0.012441679626749611, 0.008553654743390357, 0.006998444790046656, 0.003110419906687403, 0.003110419906687403, 0.003110419906687403, 0.0007776049766718507, 0.0015552099533437014, 0.0007776049766718507, 0.0, 0.0015552099533437014, 0.0007776049766718507, 0.0007776049766718507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nfuxa-三个火枪手（五）,"[0.271286231884058, 0.21784420289855072, 0.13768115942028986, 0.10235507246376811, 0.07201086956521739, 0.044384057971014496, 0.036684782608695655, 0.028985507246376812, 0.019021739130434784, 0.014945652173913044, 0.010869565217391304, 0.008152173913043478, 0.008605072463768116, 0.010416666666666666, 0.005434782608695652, 0.003170289855072464, 0.001358695652173913, 0.0009057971014492754, 0.001358695652173913, 0.0004528985507246377, 0.0004528985507246377, 0.0004528985507246377, 0.0004528985507246377, 0.001358695652173913, 0.0004528985507246377, 0.0004528985507246377, 0.0004528985507246377, 0.0, 0.0, 0.0]"
bcqxrq-密码术：破解密码｜大英百科,"[0.2898330804248862, 0.24582701062215478, 0.2268588770864947, 0.07207890743550835, 0.042488619119878605, 0.03186646433990895, 0.017450682852807285, 0.01669195751138088, 0.015174506828528073, 0.007587253414264037, 0.006069802731411229, 0.0037936267071320183, 0.0015174506828528073, 0.004552352048558422, 0.004552352048558422, 0.0015174506828528073, 0.0015174506828528073, 0.0007587253414264037, 0.0015174506828528073, 0.0015174506828528073, 0.0015174506828528073, 0.0030349013657056147, 0.0, 0.0015174506828528073, 0.0, 0.0007587253414264037, 0.0, 0.0, 0.0, 0.0]"
bkumza-探索的时代：从哥伦布到麦哲伦｜大英百科,"[0.25049212598425197, 0.21456692913385828, 0.20718503937007873, 0.09104330708661418, 0.05610236220472441, 0.04822834645669291, 0.031003937007874016, 0.028051181102362203, 0.01624015748031496, 0.018700787401574805, 0.007874015748031496, 0.0063976377952755905, 0.006889763779527559, 0.004921259842519685, 0.002952755905511811, 0.0004921259842519685, 0.0014763779527559055, 0.0004921259842519685, 0.0004921259842519685, 0.0, 0.0024606299212598425, 0.0004921259842519685, 0.0, 0.001968503937007874, 0.000984251968503937, 0.0, 0.0, 0.0004921259842519685, 0.0, 0.0]"
czxps-细菌、藻类和原生动物｜大英百科,"[0.33169934640522875, 0.18790849673202614, 0.15522875816993464, 0.07679738562091504, 0.058823529411764705, 0.027777777777777776, 0.026143790849673203, 0.00980392156862745, 0.014705882352941176, 0.008169934640522876, 0.00980392156862745, 0.017973856209150325, 0.008169934640522876, 0.013071895424836602, 0.006535947712418301, 0.004901960784313725, 0.0032679738562091504, 0.0016339869281045752, 0.00980392156862745, 0.0016339869281045752, 0.006535947712418301, 0.0032679738562091504, 0.004901960784313725, 0.004901960784313725, 0.0, 0.004901960784313725, 0.0, 0.0016339869281045752, 0.0, 0.0]"
jkskp-谁发明了汽车？｜大英百科,"[0.4318429661941112, 0.247546346782988, 0.13086150490730644, 0.0752453653217012, 0.029443838604143947, 0.017448200654307525, 0.020719738276990186, 0.015267175572519083, 0.003271537622682661, 0.006543075245365322, 0.004362050163576881, 0.0010905125408942203, 0.004362050163576881, 0.0010905125408942203, 0.004362050163576881, 0.003271537622682661, 0.0, 0.0, 0.0, 0.0010905125408942203, 0.0, 0.0010905125408942203, 0.0, 0.0, 0.0, 0.0010905125408942203, 0.0, 0.0, 0.0, 0.0]"
ywfuc-物理学｜大英百科,"[0.3711083437110834, 0.24782067247820672, 0.2129514321295143, 0.0759651307596513, 0.028642590286425903, 0.0112079701120797, 0.014943960149439602, 0.0136986301369863, 0.0037359900373599006, 0.0062266500622665, 0.0024906600249066002, 0.0, 0.0024906600249066002, 0.0, 0.0049813200498132005, 0.0012453300124533001, 0.0024906600249066002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snxxa-洪水！｜大英百科,"[0.47157190635451507, 0.24749163879598662, 0.12876254180602006, 0.043478260869565216, 0.038461538461538464, 0.021739130434782608, 0.015050167224080268, 0.008361204013377926, 0.005016722408026756, 0.006688963210702341, 0.005016722408026756, 0.0033444816053511705, 0.0033444816053511705, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016722408026755853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
eyjwp-纯真年代 | 有声书虫（5级）,"[0.598989898989899, 0.25555555555555554, 0.0707070707070707, 0.03636363636363636, 0.023232323232323233, 0.00404040404040404, 0.0030303030303030303, 0.00202020202020202, 0.0, 0.00101010101010101, 0.00101010101010101, 0.00202020202020202, 0.0, 0.0, 0.00101010101010101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00101010101010101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
qnmkl-《雾都孤儿（有声双语经典）》精讲版,"[0.49236641221374045, 0.23377862595419846, 0.06393129770992366, 0.07538167938931298, 0.05725190839694656, 0.02099236641221374, 0.01717557251908397, 0.01431297709923664, 0.0057251908396946565, 0.007633587786259542, 0.0057251908396946565, 0.003816793893129771, 0.0, 0.0019083969465648854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ulgkp-林基廷克国王,"[0.28975741239892183, 0.23315363881401618, 0.11680143755615453, 0.10512129380053908, 0.07726864330637916, 0.05840071877807727, 0.03459119496855346, 0.01931716082659479, 0.01752021563342318, 0.014375561545372867, 0.006738544474393531, 0.0071877807726864335, 0.0076370170709793355, 0.0026954177897574125, 0.0008984725965858042, 0.0022461814914645105, 0.0004492362982929021, 0.0004492362982929021, 0.0013477088948787063, 0.0008984725965858042, 0.0008984725965858042, 0.0008984725965858042, 0.0, 0.0004492362982929021, 0.0, 0.0004492362982929021, 0.0, 0.0004492362982929021, 0.0, 0.0]"
bkvgbu-梅西传｜大英百科,"[0.4845201238390093, 0.24613003095975233, 0.14705882352941177, 0.04489164086687306, 0.029411764705882353, 0.017027863777089782, 0.01238390092879257, 0.009287925696594427, 0.0015479876160990713, 0.0030959752321981426, 0.0, 0.0015479876160990713, 0.0, 0.0, 0.0, 0.0, 0.0030959752321981426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
qcwla-汤姆叔叔的小屋（中）,"[0.24921575461833392, 0.2119205298013245, 0.1317532241199024, 0.1021261763680725, 0.07668177065179504, 0.0582084349947717, 0.037643778319972114, 0.02474729871035204, 0.02126176368072499, 0.018473335657023353, 0.013245033112582781, 0.012896479609620077, 0.00871383757406762, 0.006622516556291391, 0.0038340885325897525, 0.003136981526664343, 0.0038340885325897525, 0.003136981526664343, 0.0020913210177762286, 0.001742767514813524, 0.0027884280237016382, 0.0020913210177762286, 0.0003485535029627048, 0.0013942140118508191, 0.0013942140118508191, 0.0003485535029627048, 0.0003485535029627048, 0.0, 0.0, 0.0]"
ejewq-格林童话（上）,"[0.3465783664459161, 0.23013245033112584, 0.07119205298013245, 0.0998896247240618, 0.0717439293598234, 0.04083885209713024, 0.0347682119205298, 0.02152317880794702, 0.018763796909492272, 0.019867549668874173, 0.009933774834437087, 0.008278145695364239, 0.006622516556291391, 0.002207505518763797, 0.005518763796909493, 0.0033112582781456954, 0.0011037527593818985, 0.0005518763796909492, 0.002207505518763797, 0.0011037527593818985, 0.0005518763796909492, 0.0016556291390728477, 0.0005518763796909492, 0.0005518763796909492, 0.0, 0.0005518763796909492, 0.0, 0.0, 0.0, 0.0]"
ixoxn-食草动物｜大英百科,"[0.1865671641791045, 0.17101990049751245, 0.15236318407960198, 0.0960820895522388, 0.07618159203980099, 0.05472636815920398, 0.046019900497512436, 0.028917910447761194, 0.033582089552238806, 0.0236318407960199, 0.02394278606965174, 0.017412935323383085, 0.009639303482587064, 0.008395522388059701, 0.011194029850746268, 0.009950248756218905, 0.00777363184079602, 0.007151741293532339, 0.003109452736318408, 0.005907960199004975, 0.004975124378109453, 0.0037313432835820895, 0.003420398009950249, 0.0037313432835820895, 0.002798507462686567, 0.004353233830845771, 0.0018656716417910447, 0.001554726368159204, 0.0, 0.0]"
mavza-能量｜大英百科,"[0.4122681883024251, 0.24536376604850213, 0.15263908701854492, 0.06990014265335236, 0.03851640513552068, 0.02282453637660485, 0.025677603423680456, 0.008559201141226819, 0.0042796005706134095, 0.005706134094151213, 0.0014265335235378032, 0.005706134094151213, 0.0014265335235378032, 0.0, 0.0014265335235378032, 0.0, 0.0014265335235378032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014265335235378032, 0.0, 0.0, 0.0014265335235378032, 0.0, 0.0]"
whbgi-银河系及其他星系｜大英百科,"[0.31, 0.22, 0.23363636363636364, 0.07545454545454545, 0.04454545454545455, 0.034545454545454546, 0.01818181818181818, 0.01818181818181818, 0.015454545454545455, 0.005454545454545455, 0.006363636363636364, 0.0027272727272727275, 0.0018181818181818182, 0.0018181818181818182, 0.0027272727272727275, 0.0027272727272727275, 0.0018181818181818182, 0.0009090909090909091, 0.0027272727272727275, 0.0009090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bqeyqc-拜占庭帝国｜大英百科,"[0.3074866310160428, 0.232620320855615, 0.22192513368983957, 0.08021390374331551, 0.058823529411764705, 0.026737967914438502, 0.020053475935828877, 0.01871657754010695, 0.0053475935828877, 0.009358288770053475, 0.00267379679144385, 0.004010695187165776, 0.004010695187165776, 0.00267379679144385, 0.00267379679144385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00267379679144385, 0.0, 0.0, 0.0, 0.0, 0.0]"
ufuaa-如花的托斯卡纳,"[0.38154027042915933, 0.23515579071134626, 0.11228689006466784, 0.078777189888301, 0.0582010582010582, 0.042915931804820694, 0.027630805408583186, 0.011757789535567314, 0.017048794826572605, 0.012345679012345678, 0.005878894767783657, 0.005291005291005291, 0.00411522633744856, 0.0011757789535567313, 0.0, 0.0011757789535567313, 0.0005878894767783657, 0.0, 0.0011757789535567313, 0.0011757789535567313, 0.0, 0.0, 0.0005878894767783657, 0.0011757789535567313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wlape-拯救蓝鲸｜大英百科,"[0.5613079019073569, 0.22343324250681199, 0.07629427792915532, 0.04904632152588556, 0.02452316076294278, 0.027247956403269755, 0.005449591280653951, 0.005449591280653951, 0.0027247956403269754, 0.0, 0.005449591280653951, 0.008174386920980926, 0.0027247956403269754, 0.0, 0.0, 0.0, 0.005449591280653951, 0.0, 0.0027247956403269754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bcukbz-行星、矮行星和太空物体的本质｜大英百科,"[0.36613272311212813, 0.2437070938215103, 0.17391304347826086, 0.06864988558352403, 0.04004576659038902, 0.02631578947368421, 0.018306636155606407, 0.020594965675057208, 0.012585812356979404, 0.002288329519450801, 0.008009153318077803, 0.002288329519450801, 0.005720823798627002, 0.0, 0.002288329519450801, 0.0011441647597254005, 0.0011441647597254005, 0.0011441647597254005, 0.004576659038901602, 0.0, 0.0, 0.0011441647597254005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
seqou-《奥斯卡·王尔德短篇童话》精讲版,"[0.2898550724637681, 0.20196353436185133, 0.08835904628330996, 0.09537166900420757, 0.07573632538569425, 0.05236091631603553, 0.043478260869565216, 0.02758298270219729, 0.02851799906498364, 0.021505376344086023, 0.014492753623188406, 0.012622720897615708, 0.009817671809256662, 0.0070126227208976155, 0.005142589995324918, 0.005610098176718092, 0.005142589995324918, 0.001402524544179523, 0.0037400654511453952, 0.001402524544179523, 0.0018700327255726976, 0.0018700327255726976, 0.0009350163627863488, 0.001402524544179523, 0.001402524544179523, 0.0, 0.0004675081813931744, 0.0009350163627863488, 0.0, 0.0]"
ieuwq-声音｜大英百科,"[0.36314067611777534, 0.23227917121046893, 0.18429661941112324, 0.05997818974918211, 0.04034896401308615, 0.026172300981461286, 0.016357688113413305, 0.014176663031624863, 0.008724100327153763, 0.008724100327153763, 0.009814612868047983, 0.004362050163576881, 0.003271537622682661, 0.0054525627044711015, 0.0021810250817884407, 0.0021810250817884407, 0.0021810250817884407, 0.0010905125408942203, 0.0021810250817884407, 0.004362050163576881, 0.004362050163576881, 0.0010905125408942203, 0.0, 0.0021810250817884407, 0.0010905125408942203, 0.0, 0.0, 0.0, 0.0, 0.0]"
iwwlc-秘密花园 | 译林有声双语,"[0.5123456790123457, 0.19650205761316872, 0.046296296296296294, 0.07716049382716049, 0.05452674897119342, 0.0360082304526749, 0.018518518518518517, 0.012345679012345678, 0.01748971193415638, 0.00720164609053498, 0.006172839506172839, 0.0030864197530864196, 0.0030864197530864196, 0.0, 0.0051440329218107, 0.0, 0.0, 0.0, 0.00102880658436214, 0.0, 0.00205761316872428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00102880658436214, 0.0, 0.0]"
emqgs-圣诞忆旧集,"[0.2994039431453462, 0.2164144887666208, 0.09766162310866575, 0.09307657038055937, 0.07748739110499771, 0.062356717102246675, 0.031178358551123338, 0.02246675836772123, 0.02567629527739569, 0.02063273727647868, 0.012379642365887207, 0.011462631820265932, 0.0041265474552957355, 0.005960568546538285, 0.006419073819348923, 0.002751031636863824, 0.0032095369096744614, 0.001375515818431912, 0.0018340210912425492, 0.001375515818431912, 0.0004585052728106373, 0.0, 0.0009170105456212746, 0.0, 0.0, 0.0, 0.0009170105456212746, 0.0004585052728106373, 0.0, 0.0]"
kwatg-伊丽莎白一世 | 大英百科,"[0.47217235188509876, 0.23159784560143626, 0.13644524236983843, 0.06104129263913824, 0.03411131059245961, 0.01615798922800718, 0.008976660682226212, 0.012567324955116697, 0.010771992818671455, 0.008976660682226212, 0.0017953321364452424, 0.0, 0.0017953321364452424, 0.0, 0.0017953321364452424, 0.0, 0.0, 0.0017953321364452424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
edgbg-谁发明了电脑？｜大英百科,"[0.4287369640787949, 0.25840092699884126, 0.17149478563151796, 0.047508690614136734, 0.028968713789107765, 0.013904982618771726, 0.01738122827346466, 0.008111239860950173, 0.006952491309385863, 0.0034762456546929316, 0.0034762456546929316, 0.002317497103128621, 0.002317497103128621, 0.0011587485515643105, 0.0034762456546929316, 0.0011587485515643105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011587485515643105, 0.0, 0.0, 0.0, 0.0]"
bvwpei-海蒂,"[0.3622704507512521, 0.21925431274346133, 0.10072342793544797, 0.10127991096271564, 0.06844741235392321, 0.03728436282693378, 0.03171953255425709, 0.018920422927100722, 0.012799109627156371, 0.01335559265442404, 0.011129660545353366, 0.006121313299944352, 0.005008347245409015, 0.0027824151363383415, 0.00333889816360601, 0.0, 0.0011129660545353367, 0.0005564830272676684, 0.0, 0.0005564830272676684, 0.0005564830272676684, 0.0005564830272676684, 0.0, 0.0011129660545353367, 0.0005564830272676684, 0.0, 0.0, 0.0005564830272676684, 0.0, 0.0]"
bbbezs-奥兹国的魔法,"[0.3582608695652174, 0.24753623188405796, 0.09333333333333334, 0.08057971014492754, 0.06608695652173913, 0.04927536231884058, 0.02782608695652174, 0.015072463768115942, 0.01681159420289855, 0.013333333333333334, 0.010434782608695653, 0.006956521739130435, 0.008115942028985508, 0.0017391304347826088, 0.0017391304347826088, 0.0005797101449275362, 0.0, 0.0011594202898550724, 0.0, 0.0005797101449275362, 0.0, 0.0005797101449275362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bteiju-地球科学｜大英百科,"[0.28012820512820513, 0.2141025641025641, 0.20512820512820512, 0.08782051282051281, 0.047435897435897434, 0.03012820512820513, 0.035256410256410256, 0.01858974358974359, 0.013461538461538462, 0.008974358974358974, 0.0057692307692307696, 0.005128205128205128, 0.0057692307692307696, 0.007051282051282051, 0.008333333333333333, 0.004487179487179487, 0.003205128205128205, 0.004487179487179487, 0.0019230769230769232, 0.003205128205128205, 0.002564102564102564, 0.000641025641025641, 0.0019230769230769232, 0.000641025641025641, 0.0019230769230769232, 0.001282051282051282, 0.000641025641025641, 0.0, 0.0, 0.0]"
dgmru-绿山墙的安妮（下）,"[0.28918140682846566, 0.21801727684080624, 0.11312217194570136, 0.0962566844919786, 0.08021390374331551, 0.05306458247634718, 0.030851501439736733, 0.03290826820238585, 0.02385849444672974, 0.012340600575894693, 0.011106540518305225, 0.008227067050596462, 0.00658165364047717, 0.005758946935417524, 0.004524886877828055, 0.0016454134101192926, 0.0012340600575894694, 0.003290826820238585, 0.002879473467708762, 0.00041135335252982314, 0.0020567667626491155, 0.00041135335252982314, 0.0008227067050596463, 0.0, 0.00041135335252982314, 0.0, 0.00041135335252982314, 0.00041135335252982314, 0.0, 0.0]"
brtaze-巴黎圣母院（下）,"[0.19963811821471653, 0.18094089264173704, 0.11459589867310012, 0.09951749095295537, 0.08655006031363088, 0.06272617611580217, 0.04613992762364294, 0.03618817852834741, 0.030759951749095297, 0.024728588661037394, 0.022316043425814235, 0.02141133896260555, 0.015379975874547648, 0.011158021712907118, 0.009047044632086852, 0.006332931242460796, 0.0039203860072376355, 0.0066344993968636915, 0.0030156815440289505, 0.0036188178528347406, 0.0036188178528347406, 0.0024125452352231603, 0.0027141133896260556, 0.0018094089264173703, 0.0009047044632086852, 0.0027141133896260556, 0.0006031363088057901, 0.0006031363088057901, 0.0, 0.0]"
ehwan-绘画｜大英百科,"[0.21638095238095237, 0.18780952380952382, 0.18819047619047619, 0.09676190476190476, 0.06476190476190476, 0.054857142857142854, 0.04076190476190476, 0.032, 0.01904761904761905, 0.02057142857142857, 0.014095238095238095, 0.011428571428571429, 0.010666666666666666, 0.008, 0.009904761904761904, 0.0064761904761904765, 0.0038095238095238095, 0.0026666666666666666, 0.002285714285714286, 0.0007619047619047619, 0.0019047619047619048, 0.001142857142857143, 0.002285714285714286, 0.001142857142857143, 0.001142857142857143, 0.0007619047619047619, 0.00038095238095238096, 0.0, 0.0, 0.0]"
gblwl-小行星、流星、陨石和彗星｜大英百科,"[0.2828593389700231, 0.21368178324365872, 0.20292083013066872, 0.07686395080707148, 0.05226748654880861, 0.03689469638739431, 0.02997694081475788, 0.02382782475019216, 0.013066871637202153, 0.011529592621060722, 0.008455034588777863, 0.003843197540353574, 0.004611837048424289, 0.0030745580322828594, 0.006917755572636433, 0.0023059185242121443, 0.003843197540353574, 0.0023059185242121443, 0.0030745580322828594, 0.006149116064565719, 0.006149116064565719, 0.0007686395080707148, 0.0015372790161414297, 0.0015372790161414297, 0.0007686395080707148, 0.0, 0.0007686395080707148, 0.0, 0.0, 0.0]"
ziyqc-海明威短篇小说精选,"[0.40918032786885244, 0.22360655737704918, 0.08065573770491803, 0.09114754098360656, 0.05901639344262295, 0.03475409836065574, 0.026885245901639345, 0.021639344262295083, 0.009836065573770493, 0.009836065573770493, 0.005901639344262295, 0.005901639344262295, 0.002622950819672131, 0.003278688524590164, 0.0019672131147540984, 0.003278688524590164, 0.003278688524590164, 0.0013114754098360656, 0.0013114754098360656, 0.0013114754098360656, 0.0006557377049180328, 0.0013114754098360656, 0.0006557377049180328, 0.0, 0.0, 0.0, 0.0, 0.0006557377049180328, 0.0, 0.0]"
rfgku-物质｜大英百科,"[0.3914956011730205, 0.24926686217008798, 0.17155425219941348, 0.05718475073313783, 0.04398826979472141, 0.020527859237536656, 0.01906158357771261, 0.011730205278592375, 0.005865102639296188, 0.005865102639296188, 0.005865102639296188, 0.004398826979472141, 0.002932551319648094, 0.001466275659824047, 0.001466275659824047, 0.004398826979472141, 0.001466275659824047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001466275659824047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
veoli-爱的教育（上）,"[0.2810740580337809, 0.20744911216977047, 0.12083152880034648, 0.1039411000433088, 0.07752273711563447, 0.05283672585534863, 0.03594629709831096, 0.0259852750108272, 0.021654395842355997, 0.0173235166738848, 0.013425725422260719, 0.010827197921177999, 0.0086617583369424, 0.006063230835859679, 0.00259852750108272, 0.00259852750108272, 0.0021654395842356, 0.0008661758336942399, 0.0008661758336942399, 0.00043308791684711995, 0.0017323516673884798, 0.0008661758336942399, 0.0008661758336942399, 0.0008661758336942399, 0.0008661758336942399, 0.0008661758336942399, 0.0, 0.0008661758336942399, 0.0, 0.0]"
baxzhq-克隆｜大英百科,"[0.22795698924731184, 0.20430107526881722, 0.21236559139784947, 0.08387096774193549, 0.05161290322580645, 0.0456989247311828, 0.030107526881720432, 0.023655913978494623, 0.017204301075268817, 0.013440860215053764, 0.012903225806451613, 0.00967741935483871, 0.00913978494623656, 0.007526881720430108, 0.005376344086021506, 0.01129032258064516, 0.0064516129032258064, 0.006989247311827957, 0.005913978494623656, 0.002688172043010753, 0.001075268817204301, 0.001075268817204301, 0.003763440860215054, 0.0005376344086021505, 0.001075268817204301, 0.003763440860215054, 0.0, 0.0005376344086021505, 0.0, 0.0]"
vrxrl-医学先驱：从古典世界到今天｜大英百科,"[0.2886671418389166, 0.21596578759800428, 0.20099786172487527, 0.07412687099073414, 0.05203136136849608, 0.036350677120456164, 0.02565930149679259, 0.02565930149679259, 0.014255167498218105, 0.012829650748396294, 0.012829650748396294, 0.007840342124019958, 0.007840342124019958, 0.006414825374198147, 0.002851033499643621, 0.0007127583749109052, 0.002851033499643621, 0.0014255167498218105, 0.002851033499643621, 0.0021382751247327157, 0.0, 0.0021382751247327157, 0.0007127583749109052, 0.0, 0.0007127583749109052, 0.0021382751247327157, 0.0, 0.0, 0.0, 0.0]"
