book,vector
bcvgmz-白牙,"[0.22464239271781533, 0.19278283485045514, 0.12451235370611183, 0.10533159947984395, 0.07964889466840051, 0.06241872561768531, 0.04681404421326398, 0.036085825747724315, 0.033810143042912875, 0.023732119635890767, 0.01950585175552666, 0.01527958387516255, 0.008452535760728219, 0.009102730819245773, 0.003576072821846554, 0.0019505851755526658, 0.002925877763328999, 0.001625487646293888, 0.0019505851755526658, 0.001625487646293888, 0.0006501950585175553, 0.0009752925877763329, 0.0009752925877763329, 0.0009752925877763329, 0.0, 0.00032509752925877764, 0.0, 0.00032509752925877764, 0.0, 0.0]"
brdfnn-1℃的爱情,"[0.3784786641929499, 0.23252937538651824, 0.1038961038961039, 0.07421150278293136, 0.07482993197278912, 0.03772418058132344, 0.025355596784168214, 0.021026592455163882, 0.015460729746444033, 0.009894867037724181, 0.008658008658008658, 0.0030921459492888066, 0.004329004329004329, 0.0037105751391465678, 0.0018552875695732839, 0.0006184291898577613, 0.0006184291898577613, 0.0006184291898577613, 0.0, 0.0, 0.0006184291898577613, 0.0, 0.0006184291898577613, 0.0006184291898577613, 0.0006184291898577613, 0.0, 0.0006184291898577613, 0.0, 0.0, 0.0]"
oyvtl-地震！｜大英百科,"[0.45203252032520325, 0.24715447154471545, 0.13495934959349593, 0.061788617886178863, 0.030894308943089432, 0.026016260162601626, 0.01788617886178862, 0.008130081300813009, 0.011382113821138212, 0.0, 0.0032520325203252032, 0.0032520325203252032, 0.0016260162601626016, 0.0, 0.0, 0.0, 0.0016260162601626016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bkqzdl-地球的历史｜大英百科,"[0.32613168724279834, 0.21707818930041153, 0.17592592592592593, 0.07818930041152264, 0.04835390946502058, 0.037037037037037035, 0.024691358024691357, 0.01748971193415638, 0.01440329218106996, 0.009259259259259259, 0.00720164609053498, 0.0030864197530864196, 0.0030864197530864196, 0.0051440329218107, 0.006172839506172839, 0.006172839506172839, 0.0030864197530864196, 0.00411522633744856, 0.00411522633744856, 0.00411522633744856, 0.00205761316872428, 0.0, 0.00102880658436214, 0.0, 0.00102880658436214, 0.00102880658436214, 0.0, 0.0, 0.0, 0.0]"
zyycs-理智与情感 | 有声书虫（5级）,"[0.5968645016797313, 0.251959686450168, 0.07054871220604703, 0.03583426651735722, 0.020156774916013438, 0.007838745800671893, 0.0033594624860022394, 0.0033594624860022394, 0.0011198208286674132, 0.0033594624860022394, 0.0022396416573348264, 0.0022396416573348264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011198208286674132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
buxlle-哈姆雷特,"[0.252770673486786, 0.18542199488491048, 0.11167945439045183, 0.08780903665814152, 0.07033248081841433, 0.056692242114237, 0.03878942881500426, 0.032821824381926684, 0.029838022165387893, 0.0247229326513214, 0.020034100596760442, 0.011935208866155157, 0.0123614663256607, 0.00937766410912191, 0.011935208866155157, 0.004688832054560955, 0.0068201193520886615, 0.0008525149190110827, 0.005115089514066497, 0.0029838022165387893, 0.005967604433077579, 0.0038363171355498722, 0.002131287297527707, 0.0029838022165387893, 0.0017050298380221654, 0.0025575447570332483, 0.0012787723785166241, 0.0025575447570332483, 0.0, 0.0]"
rjwvg-耳鼻喉｜大英百科,"[0.20863309352517986, 0.181125687685146, 0.18239526026237834, 0.09521794329242489, 0.06855691917054592, 0.04443504020313161, 0.03343207786711807, 0.02581464240372408, 0.01946677951756242, 0.017774016081252644, 0.014388489208633094, 0.011002962336013541, 0.015658061785865426, 0.009310198899703767, 0.008887008040626322, 0.009310198899703767, 0.009310198899703767, 0.006347862886161659, 0.006771053745239103, 0.006347862886161659, 0.0050782903089293275, 0.0050782903089293275, 0.0050782903089293275, 0.0021159542953872196, 0.0012695725772323319, 0.0025391451544646637, 0.0012695725772323319, 0.0033855268726195515, 0.0, 0.0]"
izvqa-悲惨世界 | 有声书虫（1级）,"[0.8631284916201117, 0.0782122905027933, 0.0111731843575419, 0.01675977653631285, 0.00558659217877095, 0.00558659217877095, 0.00558659217877095, 0.002793296089385475, 0.00558659217877095, 0.0, 0.002793296089385475, 0.0, 0.002793296089385475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tvrfl-动物细胞和植物细胞｜大英百科,"[0.3682008368200837, 0.20362622036262204, 0.14644351464435146, 0.08228730822873083, 0.043235704323570434, 0.02510460251046025, 0.01813110181311018, 0.012552301255230125, 0.011157601115760111, 0.012552301255230125, 0.00697350069735007, 0.01394700139470014, 0.008368200836820083, 0.0041841004184100415, 0.005578800557880056, 0.005578800557880056, 0.005578800557880056, 0.00697350069735007, 0.00697350069735007, 0.001394700139470014, 0.002789400278940028, 0.001394700139470014, 0.0, 0.0, 0.002789400278940028, 0.0, 0.001394700139470014, 0.002789400278940028, 0.0, 0.0]"
gjxdl-猴爪 | 有声书虫（1级）,"[0.9473684210526315, 0.02631578947368421, 0.005263157894736842, 0.010526315789473684, 0.0, 0.010526315789473684, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bbzpii-格列佛游记 | 有声书虫（4级）,"[0.6848101265822785, 0.21645569620253163, 0.04177215189873418, 0.03291139240506329, 0.016455696202531647, 0.0037974683544303796, 0.0, 0.0, 0.0, 0.0012658227848101266, 0.0, 0.0, 0.0, 0.0012658227848101266, 0.0012658227848101266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cekjz-福尔摩斯和公爵的儿子 | 有声书虫（1级）,"[0.8745519713261649, 0.08243727598566308, 0.014336917562724014, 0.017921146953405017, 0.0035842293906810036, 0.0, 0.0, 0.007168458781362007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bryaea-生物学：了解生物｜大英百科,"[0.3104089219330855, 0.22490706319702602, 0.18494423791821563, 0.06784386617100371, 0.05018587360594796, 0.03066914498141264, 0.027881040892193308, 0.015799256505576207, 0.010223048327137546, 0.010223048327137546, 0.008364312267657992, 0.00929368029739777, 0.010223048327137546, 0.004646840148698885, 0.007434944237918215, 0.004646840148698885, 0.004646840148698885, 0.0055762081784386614, 0.0037174721189591076, 0.0, 0.0027881040892193307, 0.0009293680297397769, 0.0018587360594795538, 0.0, 0.0, 0.0009293680297397769, 0.0, 0.0018587360594795538, 0.0, 0.0]"
cphwp-冰川、海冰和冰的形成｜大英百科,"[0.2365961633054599, 0.18789965568125921, 0.19232661091982292, 0.09886866699458928, 0.06984751598622725, 0.048204623708804725, 0.04033448106246926, 0.02459419576979833, 0.016724053123462864, 0.013280865715691098, 0.009345794392523364, 0.009345794392523364, 0.006886374815543532, 0.0073782587309394985, 0.008362026561731432, 0.006394490900147565, 0.003935071323167732, 0.002951303492375799, 0.003443187407771766, 0.003443187407771766, 0.000983767830791933, 0.000983767830791933, 0.0004918839153959665, 0.001967535661583866, 0.002951303492375799, 0.000983767830791933, 0.0014756517461878996, 0.0, 0.0, 0.0]"
yckkq-算术｜大英百科,"[0.4635958395245171, 0.22288261515601784, 0.15453194650817237, 0.0549777117384844, 0.0237741456166419, 0.0237741456166419, 0.01337295690936107, 0.010401188707280832, 0.010401188707280832, 0.008915304606240713, 0.005943536404160475, 0.0014858841010401188, 0.0, 0.0, 0.0029717682020802376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029717682020802376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
jsose-一直走在阳光里,"[0.3662528216704289, 0.22516930022573364, 0.1371331828442438, 0.08972911963882618, 0.05474040632054176, 0.03893905191873589, 0.023137697516930022, 0.01636568848758465, 0.013544018058690745, 0.011286681715575621, 0.004514672686230248, 0.0039503386004514675, 0.004514672686230248, 0.0056433408577878106, 0.001693002257336343, 0.000564334085778781, 0.001128668171557562, 0.000564334085778781, 0.0, 0.0, 0.0, 0.000564334085778781, 0.0, 0.0, 0.000564334085778781, 0.0, 0.0, 0.0, 0.0, 0.0]"
itcex-全球变暖｜大英百科,"[0.3539928486293206, 0.23361144219308702, 0.2169249106078665, 0.07032181168057211, 0.03694874851013111, 0.029797377830750895, 0.015494636471990465, 0.013110846245530394, 0.0059594755661501785, 0.007151370679380214, 0.0011918951132300357, 0.0059594755661501785, 0.0023837902264600714, 0.0023837902264600714, 0.0011918951132300357, 0.0, 0.0, 0.0011918951132300357, 0.0011918951132300357, 0.0, 0.0, 0.0011918951132300357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mzimq-外行星：木星、土星、天王星和海王星｜大英百科,"[0.34894091415830547, 0.24526198439241917, 0.17725752508361203, 0.0758082497212932, 0.05128205128205128, 0.032329988851727984, 0.014492753623188406, 0.016722408026755852, 0.008918617614269788, 0.010033444816053512, 0.004459308807134894, 0.0033444816053511705, 0.005574136008918618, 0.0011148272017837235, 0.0, 0.002229654403567447, 0.0, 0.0011148272017837235, 0.0011148272017837235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
mmnog-爱尔兰｜大英百科,"[0.21959588257720167, 0.19672131147540983, 0.22378955394586353, 0.10369805566145635, 0.06900495615707206, 0.05794891345787267, 0.030499428135722456, 0.029736942432329393, 0.017918414029736943, 0.01067479984750286, 0.006862371330537552, 0.008768585589020206, 0.006481128478841022, 0.003431185665268776, 0.004956157072054899, 0.0019062142584826535, 0.0019062142584826535, 0.0007624857033930614, 0.001143728555089592, 0.0003812428516965307, 0.0003812428516965307, 0.0015249714067861228, 0.0003812428516965307, 0.0, 0.0, 0.001143728555089592, 0.0, 0.0003812428516965307, 0.0, 0.0]"
jdpaa-巴黎圣母院（上）,"[0.18356970832218358, 0.16697886004816698, 0.12282579609312283, 0.10462938185710463, 0.08027829810008028, 0.06127910088306128, 0.05137811078405138, 0.03906877174203907, 0.03237891356703238, 0.029435375970029435, 0.023013112122023012, 0.02354830077602355, 0.018999197217019, 0.010703773080010704, 0.009365801445009366, 0.008027829810008028, 0.00668985817500669, 0.004281509232004281, 0.0034787262510034785, 0.004013914905004014, 0.002675943270002676, 0.004013914905004014, 0.002408348943002408, 0.0018731602890018732, 0.0021407546160021407, 0.0016055659620016055, 0.0005351886540005352, 0.0008027829810008028, 0.0, 0.0]"
xdmpx-植物繁殖、生长与生态学｜大英百科,"[0.32845894263217096, 0.21147356580427445, 0.15185601799775028, 0.07424071991001124, 0.04611923509561305, 0.0359955005624297, 0.021372328458942633, 0.024746906636670417, 0.010123734533183352, 0.01124859392575928, 0.010123734533183352, 0.013498312710911136, 0.00562429696287964, 0.008998875140607425, 0.003374578177727784, 0.0044994375703037125, 0.003374578177727784, 0.0022497187851518562, 0.006749156355455568, 0.00562429696287964, 0.00562429696287964, 0.0044994375703037125, 0.0044994375703037125, 0.0, 0.0044994375703037125, 0.0, 0.0, 0.0011248593925759281, 0.0, 0.0]"
tjepn-物理学：理解物质和能量的性质｜大英百科,"[0.3587570621468927, 0.24858757062146894, 0.1807909604519774, 0.07062146892655367, 0.038606403013182675, 0.02448210922787194, 0.021657250470809793, 0.01224105461393597, 0.007532956685499058, 0.00847457627118644, 0.003766478342749529, 0.004708097928436911, 0.003766478342749529, 0.0009416195856873823, 0.004708097928436911, 0.004708097928436911, 0.0018832391713747645, 0.0009416195856873823, 0.0009416195856873823, 0.0, 0.0, 0.0, 0.0009416195856873823, 0.0, 0.0, 0.0, 0.0, 0.0009416195856873823, 0.0, 0.0]"
qfswq-母亲 第一部 （上）,"[0.30672690763052207, 0.21385542168674698, 0.11144578313253012, 0.09236947791164658, 0.07178714859437751, 0.048694779116465865, 0.036646586345381524, 0.028112449799196786, 0.020080321285140562, 0.01957831325301205, 0.012048192771084338, 0.009036144578313253, 0.01104417670682731, 0.002008032128514056, 0.004518072289156626, 0.0030120481927710845, 0.0015060240963855422, 0.0015060240963855422, 0.001004016064257028, 0.002008032128514056, 0.0, 0.001004016064257028, 0.0, 0.000502008032128514, 0.000502008032128514, 0.0, 0.000502008032128514, 0.000502008032128514, 0.0, 0.0]"
lvxii-西非历史｜大英百科,"[0.20494567253653054, 0.18471337579617833, 0.22967403521918323, 0.11052828774822031, 0.0719370550768078, 0.055076807793180964, 0.03484451105282878, 0.026976395653802922, 0.024353690520794304, 0.014986886474334956, 0.008617459722742601, 0.005245410266017235, 0.005994754589733983, 0.004121393780442113, 0.0029973772948669914, 0.005245410266017235, 0.0014986886474334957, 0.0022480329711502436, 0.0007493443237167478, 0.0011240164855751218, 0.0003746721618583739, 0.0011240164855751218, 0.0011240164855751218, 0.0003746721618583739, 0.0, 0.0007493443237167478, 0.0, 0.0003746721618583739, 0.0, 0.0]"
bcndza-神秘岛（上） ：空中遇险者,"[0.23706896551724138, 0.20474137931034483, 0.13685344827586207, 0.10093390804597702, 0.07579022988505747, 0.05567528735632184, 0.042385057471264365, 0.031609195402298854, 0.020114942528735632, 0.01939655172413793, 0.015445402298850575, 0.01221264367816092, 0.010416666666666666, 0.007902298850574713, 0.003951149425287357, 0.005747126436781609, 0.003232758620689655, 0.002514367816091954, 0.0035919540229885057, 0.0021551724137931034, 0.00035919540229885057, 0.0021551724137931034, 0.0010775862068965517, 0.0007183908045977011, 0.0014367816091954023, 0.0007183908045977011, 0.0014367816091954023, 0.00035919540229885057, 0.0, 0.0]"
hbotz-探索古代中美洲文明｜大英百科,"[0.41517241379310343, 0.23310344827586207, 0.14344827586206896, 0.06206896551724138, 0.05103448275862069, 0.022068965517241378, 0.022068965517241378, 0.015172413793103448, 0.009655172413793104, 0.004137931034482759, 0.001379310344827586, 0.002758620689655172, 0.002758620689655172, 0.0, 0.0, 0.002758620689655172, 0.006896551724137931, 0.0, 0.002758620689655172, 0.0, 0.0, 0.001379310344827586, 0.001379310344827586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
btsbyz-爱情与金钱 | 有声书虫（1级）,"[0.943089430894309, 0.04065040650406504, 0.0040650406504065045, 0.008130081300813009, 0.0040650406504065045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
hnzbp-太空探索｜大英百科,"[0.31283627978478096, 0.23059185242121444, 0.22674865488086088, 0.07455803228285934, 0.03766333589546503, 0.02536510376633359, 0.027671022290545733, 0.019984627209838585, 0.008455034588777863, 0.007686395080707148, 0.006917755572636433, 0.003843197540353574, 0.0015372790161414297, 0.0023059185242121443, 0.0015372790161414297, 0.0030745580322828594, 0.0007686395080707148, 0.0, 0.0015372790161414297, 0.0007686395080707148, 0.0023059185242121443, 0.0023059185242121443, 0.0, 0.0, 0.0007686395080707148, 0.0, 0.0, 0.0007686395080707148, 0.0, 0.0]"
brzhuc-美索不达米亚｜大英百科,"[0.3516791044776119, 0.2490671641791045, 0.1623134328358209, 0.07835820895522388, 0.054104477611940295, 0.028917910447761194, 0.017723880597014924, 0.018656716417910446, 0.008395522388059701, 0.0046641791044776115, 0.0037313432835820895, 0.002798507462686567, 0.005597014925373134, 0.0, 0.0037313432835820895, 0.0, 0.0018656716417910447, 0.0018656716417910447, 0.0009328358208955224, 0.0009328358208955224, 0.0009328358208955224, 0.0009328358208955224, 0.0018656716417910447, 0.0009328358208955224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
zwhgx-摄影｜大英百科,"[0.26197916666666665, 0.21666666666666667, 0.20572916666666666, 0.0875, 0.05364583333333333, 0.042708333333333334, 0.03177083333333333, 0.019270833333333334, 0.0140625, 0.0140625, 0.008333333333333333, 0.005729166666666666, 0.0046875, 0.005729166666666666, 0.005208333333333333, 0.0046875, 0.0020833333333333333, 0.0036458333333333334, 0.0026041666666666665, 0.0020833333333333333, 0.0015625, 0.0015625, 0.0026041666666666665, 0.0005208333333333333, 0.0005208333333333333, 0.0005208333333333333, 0.0, 0.0005208333333333333, 0.0, 0.0]"
rzrlx-英国文学：从古英语到文艺复兴｜大英百科,"[0.1803182086034178, 0.1661756040070713, 0.1803182086034178, 0.09840895698291102, 0.07719505008839128, 0.05951679434295816, 0.05657041838538598, 0.040070713022981735, 0.030347672362993516, 0.02504419563936358, 0.01885680612846199, 0.016205067766647024, 0.013553329404832056, 0.009723040659988214, 0.006776664702416028, 0.0017678255745433118, 0.0035356511490866236, 0.003241013553329405, 0.0029463759575721863, 0.0017678255745433118, 0.0011785503830288745, 0.0017678255745433118, 0.0011785503830288745, 0.0008839127872716559, 0.0011785503830288745, 0.0008839127872716559, 0.0, 0.0005892751915144372, 0.0, 0.0]"
dxani-神圣罗马帝国｜大英百科,"[0.3802163833075734, 0.2071097372488408, 0.2009273570324575, 0.07418856259659969, 0.03863987635239567, 0.023183925811437404, 0.013910355486862442, 0.021638330757341576, 0.0061823802163833074, 0.0061823802163833074, 0.00463678516228748, 0.0061823802163833074, 0.00463678516228748, 0.0, 0.0030911901081916537, 0.0015455950540958269, 0.0015455950540958269, 0.0015455950540958269, 0.0030911901081916537, 0.0, 0.0, 0.0015455950540958269, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
btyuax-地球天气｜大英百科,"[0.3617021276595745, 0.24661508704061896, 0.18085106382978725, 0.06769825918762089, 0.045454545454545456, 0.027079303675048357, 0.01644100580270793, 0.007736943907156673, 0.006769825918762089, 0.009671179883945842, 0.005802707930367505, 0.0038684719535783366, 0.0029013539651837525, 0.0029013539651837525, 0.0029013539651837525, 0.0019342359767891683, 0.0019342359767891683, 0.0009671179883945841, 0.0019342359767891683, 0.0019342359767891683, 0.0009671179883945841, 0.0, 0.0, 0.0009671179883945841, 0.0009671179883945841, 0.0, 0.0, 0.0, 0.0, 0.0]"
citjq-《小王子》精讲版,"[0.4523809523809524, 0.21794871794871795, 0.10622710622710622, 0.07875457875457875, 0.047619047619047616, 0.03296703296703297, 0.020146520146520148, 0.009157509157509158, 0.011904761904761904, 0.00641025641025641, 0.005494505494505495, 0.0027472527472527475, 0.0027472527472527475, 0.0018315018315018315, 0.0, 0.0009157509157509158, 0.0, 0.0018315018315018315, 0.0, 0.0009157509157509158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aluwz-奥兹国的格林达,"[0.33980582524271846, 0.23786407766990292, 0.12297734627831715, 0.09223300970873786, 0.07389428263214672, 0.040992448759439054, 0.025889967637540454, 0.014563106796116505, 0.01348435814455232, 0.014023732470334413, 0.007551240560949299, 0.0048543689320388345, 0.002696871628910464, 0.002157497303128371, 0.002696871628910464, 0.0010787486515641855, 0.0005393743257820927, 0.0, 0.0005393743257820927, 0.0, 0.0, 0.0010787486515641855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010787486515641855, 0.0, 0.0]"
ineyg-动物王国 | 大英百科,"[0.3232949512843224, 0.2046058458813109, 0.12400354295837024, 0.06908768821966342, 0.0566873339238264, 0.04074402125775022, 0.03365810451727192, 0.023914968999114262, 0.023914968999114262, 0.012400354295837024, 0.015943312666076175, 0.00974313551815766, 0.00354295837023915, 0.011514614703277236, 0.006200177147918512, 0.00354295837023915, 0.007971656333038087, 0.006200177147918512, 0.005314437555358724, 0.0070859167404783, 0.001771479185119575, 0.002657218777679362, 0.0008857395925597874, 0.0, 0.0008857395925597874, 0.002657218777679362, 0.001771479185119575, 0.0, 0.0, 0.0]"
