word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,NUM,PRON,PUNCT,VERB,X
coal,0,0,0,0,0,0,1,0,0,0,0,0
conduct,0,0,0,0,0,0,0,0,0,0,1,0
locker,0,0,0,0,0,0,2,0,0,0,0,0
dipper,0,0,0,0,0,0,1,0,0,0,0,0
wink,0,0,0,0,0,0,0,0,0,0,1,0
baseball,0,0,0,0,0,0,3,0,0,0,0,0
comparison,0,0,0,0,0,0,1,0,0,0,0,0
lout,0,0,0,0,0,0,1,0,0,0,0,0
interpose,0,0,0,0,0,0,0,0,0,0,1,0
wise,1,0,0,0,0,0,0,0,0,0,0,0
bust,0,0,0,0,0,0,0,0,0,0,2,0
ruin,0,0,0,0,0,0,0,0,0,0,1,0
mother,0,0,0,0,0,0,3,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,0,1,0
oil,0,0,0,0,0,0,1,0,0,0,0,0
splash,0,0,0,0,0,0,0,0,0,0,1,0
true,1,0,0,0,0,0,0,0,0,0,0,0
original,1,0,0,0,0,0,0,0,0,0,0,0
plan,0,0,0,0,0,0,1,0,0,0,1,0
winter,0,0,0,0,0,0,1,0,0,0,0,0
sore,1,0,0,0,0,0,0,0,0,0,0,0
engage,0,0,0,0,0,0,0,0,0,0,3,0
judicially,0,0,1,0,0,0,0,0,0,0,0,0
swimming,0,0,0,0,0,0,1,0,0,0,0,0
terrible,1,0,0,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,0,1,0,0,0,0,0
irrevocable,1,0,0,0,0,0,0,0,0,0,0,0
rack,0,0,0,0,0,0,1,0,0,0,0,0
drying,0,0,0,0,0,0,1,0,0,0,0,0
sweater,0,0,0,0,0,0,1,0,0,0,0,0
outdoors,0,0,1,0,0,0,0,0,0,0,0,0
gale,0,0,0,0,0,0,1,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,1,0
woodcock,0,0,0,0,0,0,1,0,0,0,0,0
tragic,1,0,0,0,0,0,0,0,0,0,0,0
meadow,0,0,0,0,0,0,1,0,0,0,0,0
reserve,0,0,0,0,0,0,1,0,0,0,0,0
